answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3389,absa_sentiment_3389,absa_scores_3389,absa_token_weights_3392,absa_sentiment_3392,absa_scores_3392,absa_token_weights_3412,absa_sentiment_3412,absa_scores_3412,absa_token_weights_3414,absa_sentiment_3414,absa_scores_3414,absa_token_weights_3459,absa_sentiment_3459,absa_scores_3459,absa_token_weights_3466,absa_sentiment_3466,absa_scores_3466,absa_token_weights_3467,absa_sentiment_3467,absa_scores_3467,absa_token_weights_3474,absa_sentiment_3474,absa_scores_3474,absa_token_weights_3478,absa_sentiment_3478,absa_scores_3478,absa_token_weights_3479,absa_sentiment_3479,absa_scores_3479,sentiment_tb
50.0,75.0,57.0,0.0,negative,"RT @CCC_CH: E-Voting - die @NZZ spricht Klartext via Fabian Schläfer:
""Der Nutzen von E-Voting ist verschwindend klein gemessen an den Risi…",e voting sprechen klartext via fabian schläfer nutzen e voting verschwinden klein messen risi,,,,,,,,,,,,,"{'E-Voting': 0, 'die': 0.06, 'spricht': 0.03, 'Klartext': 0.03, 'via': 0.03, 'Fabian': 0.03, 'Schläfer': 0, 'Der': 0.06, 'Nutzen': 0.07, 'von': 0, 'ist': 0.3, 'verschwindend': 0, 'klein': 0, 'gemessen': 0, 'an': 0, 'den': 0.06, 'Risi': 0, '…': 0}",negative,"[0.19024532, 0.7856386, 0.024116091]",,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,"@Marcel_Dobler @nggalai @retoschubnell Es ist doch kein Technologieverbot: Jede E-Voting Lösung kann an unzähligen Generalversammlungen, Basisabstimmungen etc. eingesetzt werden. Einfach vorläufig nicht in der Schweizerischen Demokratie. Es ist also nur eine Frage der Geschäftsmodelle der Anbieter.",technologieverbot jed e voting lösung unzählig generalversammlungen basisabstimmungen etc einsetzen einfach vorläufig schweizerisch demokratie fragen geschäftsmodelle anbieter,,,,,,,,,,,,,"{'Es': 0, 'ist': 0, 'doch': 0, 'kein': 0, 'Technologieverbot': 0, 'Jede': 0.12, 'E-Voting': 0, 'Lösung': 0.13, 'kann': 0.08, 'an': 0, 'unzähligen': 0, 'Generalversammlungen': 0.08, 'Basisabstimmungen': 0.135, 'etc.': 0, 'eingesetzt': 0.06, 'werden': 0, 'Einfach': 0, 'vorläufig': 0, 'nicht': 0.14, 'in': 0.06, 'der': 0.18, 'Schweizerischen': 0.08, 'Demokratie': 0.18, 'also': 0, 'nur': 0, 'eine': 0, 'Frage': 0, 'Geschäftsmodelle': 0.505, 'Anbieter': 0}",negative,"[0.37350127, 0.59078026, 0.035718508]",,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"RT @CCC_CH: E-Voting - @blog_fdik_org 2013 in der @NZZ:
«[W]as anderswo nur mit grossem Aufwand manipuliert werden kann, kann man hier auto…",e voting w as anderswo grossem aufwinden manipulieren auto,,,,,,,,,,,,,"{'E-Voting': 0, 'in': 0.06, 'der': 0, '«': 0, 'W': 0, 'as': 0, 'anderswo': 0, 'nur': 0, 'mit': 0, 'grossem': 0, 'Aufwand': 0, 'manipuliert': 0, 'werden': 0, 'kann': 0, 'man': 0, 'hier': 0, 'auto': 0, '…': 0}",neutral,"[0.69899696, 0.0812725, 0.21973056]",,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,"RT @digiges_ch: Die Initiative für ein E-Voting-Moratorium ist lanciert.
Jetzt Unterschriften-Zusage machen!
#eVoting #NoEVoting
https://t.…",initiative e voting moratorium lanciert unterschriften zusagen evoting noevoting,,,,,,,,,,,,,"{'Die': 0.03, 'Initiative': 0.04, 'für': 0.02, 'ein': 0, 'E-Voting-Moratorium': 0, 'ist': 0, 'lanciert': 0.04, 'Jetzt': 0.05, 'Unterschriften-Zusage': 0.075, 'machen': 0, 'eVoting': 0.59, 'NoEVoting': 0.72}",neutral,"[0.83981013, 0.06636567, 0.0938243]",,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"RT @Schmieli: @JorgoA @huberfe @AargauerZeitung E-Voting für Aargauer?! 
💨 https://t.co/EUUol427g2",e voting aargauer,,,,,,,,,,,,,"{'E-Voting': 0, 'für': 0.34, 'Aargauer': 0}",neutral,"[0.80095214, 0.025610222, 0.17343764]",,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,"RT @vecirex: Die Post bezieht den Code zur Erstellung der E-Voting-Codes auf den Stimmrechtsausweisen aus dem Ausland &amp; befördert diese ""Ge…",post beziehen code erstellung e voting codes stimmrechtsausweisen ausland amp befördern ge,,,,,,,,,,,,,"{'Die': 0.04, 'Post': 0.08, 'bezieht': 0, 'den': 0.04, 'Code': 0.09, 'zur': 0.04, 'Erstellung': 0, 'der': 0.04, 'E-Voting-Codes': 0, 'auf': 0.03, 'Stimmrechtsausweisen': 0.05, 'aus': 0, 'dem': 0.04, 'Ausland': 0.07, 'amp': 0.05, 'befördert': 0, 'diese': 0.57, 'Ge': 0, '…': 0}",positive,"[0.45225954, 0.06988225, 0.47785822]",,,,,,,,,,,,,,,,positive
100.0,100.0,100.0,1.0,negative,RT @dbrgn: Lesenswert! Wie die @postschweiz die Kritik an E-Voting schönredet: https://t.co/HjAvKDkarO,lesenswert kritik e voting schönredet,,,,,,,,,,,,,"{'Lesenswert': 0.20500000000000002, 'Wie': 0, 'die': 0.15, 'Kritik': 0.32, 'an': 0, 'E-Voting': 0, 'schönredet': 0.23}",neutral,"[0.68377596, 0.12634964, 0.18987438]",,,,,,,,,,,,,,,,positive
100.0,100.0,100.0,0.85,neutral,"RT @zurichlive: Bundesrat: ""Die Expertengruppe kommt zum Schluss, dass E-Voting (...) sicher und vertrauenswürdig angeboten werden kann.""…",bundesrat expertengruppe kommen schluss e voting sichern vertrauenswürdig angeboten,,,,,,,,,,,,,"{'Bundesrat': 0.10500000000000001, 'Die': 0.04, 'Expertengruppe': 0.08, 'kommt': 0.1, 'zum': 0.04, 'Schluss': 0, 'dass': 0.19, 'E-Voting': 0, '...': 0, 'sicher': 0, 'und': 0.12, 'vertrauenswürdig': 0, 'angeboten': 0.16, 'werden': 0, 'kann': 0.24, '…': 0}",neutral,"[0.40089747, 0.30844283, 0.29065967]",,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"@alexis_roussel @AndrivetSeb @vecirex @blog_fdik_org @muheim @pkuehni @huberfe @zeitungsjunge @Knotenbleistift @digiges_ch @beatflach @corinagredig The new law (Verordnung der Bundeskanzlei über die elektronische Stimmabgabe (VEleS), 27.6.2018) forsees disclosure the source code for new E-Voting systems (but not OSS or FOSS!) 
And law sees no disclosure of compilers, operating system, databases, servers etc.
This is a #NoGo",the new law verordnung bundeskanzlei elektronische stimmabgabe veles forsees disclosure the source code for new e voting systems but not oss or foss and law sees no disclosure of compilers operating system databases servers etc this is a nogo,,,,,,,,,,,,,"{'The': 0.02, 'new': 0.02, 'law': 0.04, 'Verordnung': 0, 'der': 0.02, 'Bundeskanzlei': 0, 'über': 0, 'die': 0.02, 'elektronische': 0, 'Stimmabgabe': 0.03, 'VEleS': 0.03, '27.6.2018': 0, 'forsees': 0.06, 'disclosure': 0.06, 'the': 0.02, 'source': 0.03, 'code': 0.03, 'for': 0.02, 'E-Voting': 0, 'systems': 0.03, 'but': 0.03, 'not': 0.03, 'OSS': 0, 'or': 0.05, 'FOSS': 0.09, 'And': 0.03, 'sees': 0.04, 'no': 0.18, 'of': 0.04, 'compilers': 0.07, 'operating': 0.05, 'system': 0.05, 'databases': 0.04, 'servers': 0.03, 'etc.': 0, 'This': 0.1, 'is': 0.1, 'a': 0.21, 'NoGo': 1.0}",negative,"[0.15491092, 0.7961585, 0.048930585]",,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,negative,"RT @vecirex: Wieso wird der Bundesrat eigentlich nicht mit E-Voting - geheim - auf Handys, Tablets usw. gewählt: traut man dem Theater im #…",wieso bundesrat eigentlich e voting geheim handys tablets usw wählen trauen theater,,,,,,,,,,,,,"{'Wieso': 0, 'wird': 0, 'der': 0.04, 'Bundesrat': 0.195, 'eigentlich': 0.24, 'nicht': 0.89, 'mit': 0.14, 'E-Voting': 0, 'geheim': 0, 'auf': 0.06, 'Handys': 0.02, 'Tablets': 0.03, 'usw.': 0, 'gewählt': 0, 'traut': 0, 'man': 0, 'dem': 0.04, 'Theater': 0.06, 'im': 0, '…': 0}",neutral,"[0.5117502, 0.44657275, 0.041677054]",,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"RT @vecirex: Das hochkomplexe E-Voting-System der @postschweiz und @KPMG hingegen sind eine - Audit-Lovestory. NOT! 🙄
https://t.co/acznCK24…",hochkomplexe e voting system hingegen audit lovestory not,,,,,,,,,,,,,"{'Das': 0.03, 'hochkomplexe': 0.125, 'E-Voting-System': 0, 'der': 0.03, 'und': 0.03, 'hingegen': 0, 'sind': 0, 'eine': 0, 'Audit-Lovestory': 0, 'NOT': 1.0}",negative,"[0.08129956, 0.8830854, 0.03561503]",,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @azLimmattaler: Kanton Zürich stoppt vorerst Investitionen in E-Voting https://t.co/sYaXioUc9P https://t.co/GUf2moes80,kanton zürich stoppen vorerst investitionen e voting,,,,,,,,,,,,,"{'Kanton': 0.78, 'Zürich': 0, 'stoppt': 1.0, 'vorerst': 0.24375, 'Investitionen': 0, 'in': 0.33, 'E-Voting': 0}",negative,"[0.3569484, 0.6036316, 0.039419938]",,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,"RT @CCC_CH: .@martinsteiger zu möglichen E-Voting-Plänen vom @kanton_bern  - im @derbund:
«Die direkte Demokratie zu privatisieren, ist ein…",möglich e voting plänen direkt demokratie privatisieren,,,,,,,,,,,,,"{'zu': 0, 'möglichen': 0.14, 'E-Voting-Plänen': 0.23, 'vom': 0.15, 'im': 0, '«': 0, 'Die': 0, 'direkte': 0, 'Demokratie': 0, 'privatisieren': 0, 'ist': 0, 'ein': 0, '…': 0}",neutral,"[0.42351097, 0.16217454, 0.41431445]",,,,,,,,,,,,,,,,positive
100.0,100.0,100.0,1.0,neutral,"RT @vecirex: Ein ausgezeichnetes Interview mit @eric_dubuis in @srfnews zum E-Voting, das auch Leute wie @ChrFolini lesen sollten - so wg.…",ausgezeichnet interview e voting leute lesen sollen wg,,,,,,,,,,,,,"{'Ein': 0, 'ausgezeichnetes': 0.52, 'Interview': 0.23, 'mit': 0.06, 'in': 0.05, 'zum': 0, 'E-Voting': 0, 'das': 0.2, 'auch': 0, 'Leute': 0.12, 'wie': 0, 'lesen': 0.1, 'sollten': 0.07, 'so': 0.39, 'wg': 0, '…': 0}",positive,"[0.3617022, 0.09989445, 0.5384034]",,,,,,,,,,,,,,,,positive
100.0,100.0,86.0,0.7,negative,"RT @mscpublizist: Die direkte Demokratie und das Vertrauen der Bürger sind Dinge, die sehr leicht beschädigt werden können. E-Voting muss s…",direkt demokratie vertrauen bürger dinge leicht beschädigen e voting s,,,,,,,,,,,,,"{'Die': 0.04, 'direkte': 0.06, 'Demokratie': 0.13, 'und': 0.06, 'das': 0.04, 'Vertrauen': 0.06, 'der': 0.04, 'Bürger': 0.06, 'sind': 0.12, 'Dinge': 0.06, 'die': 0.04, 'sehr': 0.23, 'leicht': 0, 'beschädigt': 0.08, 'werden': 0, 'können': 0.72, 'E-Voting': 0, 'muss': 0.15, 's': 0, '…': 0}",neutral,"[0.45594364, 0.15245102, 0.39160538]",,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,negative,"RT @BinderMarianne: Als ich im Aargau Kritik anbrachte gegen E-Voting, rieten 2 parteifremde Ratskollegen, dass ich als Neandertalerin bess…",aargau kritik anbringen e voting raten parteifremde ratskollegen neandertalerin bess,,,,,,,,,,,,,"{'Als': 0.18, 'ich': 0.26, 'im': 0, 'Aargau': 0.07, 'Kritik': 0, 'anbrachte': 0, 'gegen': 0, 'E-Voting': 0, 'rieten': 0, 'parteifremde': 0, 'Ratskollegen': 0.625, 'dass': 0.51, 'als': 0.08, 'Neandertalerin': 0, 'bess': 0, '…': 0}",negative,"[0.37334812, 0.6141283, 0.012523572]",,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,"RT @dbrgn: Holy moly.

Die Begründung: Zu hohe Kosten. Kein Wunder, sicheres E-Voting kostet ein Vermögen, sowohl bei der Entwicklung wie a…",holy moly begründung hoch kosten wundern sicher e voting kosten vermögen sowohl entwicklung a,,,,,,,,,,,,,"{'Holy': 0.1, 'moly': 0.12, 'Die': 0.08, 'Begründung': 0.07, 'Zu': 0, 'hohe': 0, 'Kosten': 0.32, 'Kein': 0.05, 'Wunder': 0.06, 'sicheres': 0, 'E-Voting': 0, 'kostet': 0.32, 'ein': 0, 'Vermögen': 0, 'sowohl': 0, 'bei': 0, 'der': 0.08, 'Entwicklung': 0.2, 'wie': 0, 'a': 0.77, '…': 0}",negative,"[0.08646008, 0.7811964, 0.1323435]",,,,,,,,,,,,,,,,positive
0.0,0.0,14.0,-0.7,neutral,RT @Marcel_Dobler: Der Kanton Genf zieht e-Voting den Stecker! https://t.co/d0pc69DSG4,kanton genf ziehen e voting stecker,,,,,,,,,,,,,"{'Der': 0.15, 'Kanton': 0.16, 'Genf': 0.25, 'zieht': 0.36, 'e-Voting': 0, 'den': 0.15, 'Stecker': 0.27}",neutral,"[0.59414613, 0.11343579, 0.2924181]",,,,,,,,,,,,,,,,negative
0.0,0.0,0.0,-1.0,neutral,"RT @vecirex: Die Volksinitiative @Stop_eVoting_CH verhindert nicht, dass an E-Voting geforscht wird. Auch verhindert sie nicht, dass Bund &amp;…",volksinitiative verhindern e voting forschen verhindern bund amp,,,,,,,,,,,,,"{'Die': 0.07, 'Volksinitiative': 0.245, 'verhindert': 0, 'nicht': 1.0, 'dass': 0, 'an': 0, 'E-Voting': 0, 'geforscht': 0, 'wird': 0, 'Auch': 0, 'sie': 0, 'Bund': 0.07, 'amp': 0.04, '…': 0}",neutral,"[0.69236475, 0.18027313, 0.12736212]",,,,,,,,,,,,,,,,negative
50.0,75.0,57.0,0.0,neutral,"RT @CCC_CH: Philippe Stalder (@Philzvill) im @tagesanzeiger-Interview mit Volker Birk (@blog_fdik_org):
 «Alle E-Voting-Systeme der Schweiz…",philippe stalder interview volker birk all e voting systeme schweiz,,,,,,,,,,,,,"{'Philippe': 0.22, 'Stalder': 0.31, 'im': 0, '-Interview': 0, 'mit': 0.15, 'Volker': 0.24, 'Birk': 0.24, '):': 0, '«': 0, 'Alle': 0, 'E-Voting-Systeme': 0, 'der': 0, 'Schweiz': 0, '…': 0}",neutral,"[0.61734515, 0.100163706, 0.28249118]",,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @vecirex: Und wieder - und dasmal ists die @postschweiz: der E-Voting-Hack, um weltweit in #MITM-Stellung zu kommen, wird offen verharml…",dasmal ists e voting hack weltweit mitm stellung kommen offen verharml,,,,,,,,,,,,,"{'Und': 0.01, 'wieder': 0.02, 'und': 0.01, 'dasmal': 0, 'ists': 0, 'die': 0.1, 'der': 0.1, 'E-Voting-Hack': 0, 'um': 0, 'weltweit': 0.2, 'in': 0, 'MITM-Stellung': 0.09, 'zu': 0.06, 'kommen': 0, 'wird': 0, 'offen': 0, 'verharml': 0, '…': 0}",negative,"[0.11414106, 0.87753654, 0.008322408]",,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @CCC_CH: Hacking-Challenges, hin &amp; her: die E-Voting-Systeme halten in der Realität dokumentierten Angriffen von staatlichen Akteuren, w…",hacking challenges amp her e voting systeme halten realität dokumentieren angriffen staatlich akteuren w,,,,,,,,,,,,,"{'Hacking-Challenges': 0, 'hin': 0, 'amp': 0.06, 'her': 0, 'die': 0.11, 'E-Voting-Systeme': 0.1, 'halten': 0, 'in': 0.04, 'der': 0.11, 'Realität': 0.11, 'dokumentierten': 0.24, 'Angriffen': 0.26, 'von': 0, 'staatlichen': 0.11, 'Akteuren': 0.22, 'w': 0.79, '…': 0}",negative,"[0.45138764, 0.47807658, 0.07053578]",,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,RT @CCC_CH: Seit Jahrzehnten bekannte DNS-Spoofing-Attacken auf das sensible Schweizer E-Voting-System - bei offenen Urnen - bleiben nach w…,seit jahrzehnten bekannt dns spoofing attacken sensibel schweizer e voting system offen urnen bleiben w,,,,,,,,,,,,,"{'Seit': 0, 'Jahrzehnten': 0.08, 'bekannte': 0.07, 'DNS-Spoofing-Attacken': 0, 'auf': 0.09, 'das': 0.07, 'sensible': 0, 'Schweizer': 0.05, 'E-Voting-System': 0, 'bei': 0, 'offenen': 0.14, 'Urnen': 0.16, 'bleiben': 0.19, 'nach': 0.48, 'w': 0.8, '…': 0}",negative,"[0.29309896, 0.65665823, 0.050242733]",,,,,,,,,,,,,,,,positive
100.0,100.0,86.0,0.7,neutral,RT @dbrgn: Der Kanton Genf hat übrigens nach der ganzen E-Voting-Hack Geschichte HSTS-Preloading immer noch nicht aktiviert: https://t.co/e…,kanton genf übrigens ganz e voting hack geschichte hsts preloading immer aktivieren,,,,,,,,,,,,,"{'Der': 0.1, 'Kanton': 0.1, 'Genf': 0.12, 'hat': 0, 'übrigens': 0.1, 'nach': 0.09, 'der': 0.1, 'ganzen': 0, 'E-Voting-Hack': 0, 'Geschichte': 0.19, 'HSTS-Preloading': 0, 'immer': 0, 'noch': 0.18, 'nicht': 0.3, 'aktiviert': 0.36}",negative,"[0.22273667, 0.7670321, 0.010231332]",,,,,,,,,,,,,,,,positive
100.0,100.0,86.0,0.7,neutral,RT @vecirex: .@heiseonline zum Widerspruch zwischen sicherer Namensauflösung fürs E-Voting und #Netzzensur (z. B. mit #Geldspielgesetz) in…,widerspruch sicher namensauflösung fürs e voting netzzensur z b geldspielgesetz,,,,,,,,,,,,,"{'zum': 0.54, 'Widerspruch': 1.0, 'zwischen': 0.95, 'sicherer': 0, 'Namensauflösung': 0.38, 'fürs': 0.2, 'E-Voting': 0, 'und': 0.24, 'Netzzensur': 0.24, 'z.': 0, 'B.': 0, 'mit': 0.11, 'Geldspielgesetz': 0, 'in': 0.2, '…': 0}",negative,"[0.12860572, 0.85855275, 0.012841571]",,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,negative,"RT @CCC_CH: #10vor10-Sendung von @srfnews zur skalierenden Angriffsmöglichkeit aufs Schweizer E-Voting:
https://t.co/Y5udfuCcsk
#EVoting #N…",10vor10 sendung skalierenden angriffsmöglichkeit aufs schweizer e voting evoting n,,,,,,,,,,,,,"{'10vor10-Sendung': 0.16999999999999998, 'von': 0, 'zur': 0.06, 'skalierenden': 0, 'Angriffsmöglichkeit': 0.07500000000000001, 'aufs': 0, 'Schweizer': 0.05, 'E-Voting': 0, 'EVoting': 1.0, 'N': 0.78, '…': 0}",neutral,"[0.52153987, 0.044122297, 0.4343378]",,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,"RT @martinsteiger: «Was passiert, wenn die Bevölkerung wegen des E-Votings den Abstimmungsergebnissen nicht mehr traut? Um das Vertrauen zu…",passieren bevölkerung wegen e votings abstimmungsergebnissen mehr trauen vertrauen,,,,,,,,,,,,,"{'«': 0, 'Was': 0, 'passiert': 0, 'wenn': 0, 'die': 0, 'Bevölkerung': 0, 'wegen': 0, 'des': 0, 'E-Votings': 0, 'den': 0, 'Abstimmungsergebnissen': 0, 'nicht': 0, 'mehr': 0, 'traut': 0, 'Um': 0, 'das': 0, 'Vertrauen': 0, 'zu': 0, '…': 0}",neutral,"[0.71933305, 0.1880765, 0.09259043]",,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,negative,RT @NZZaS: Der Bundesrat will die elektronische Stimmabgabe (E-Voting) in der Schweiz einführen. Die eher leise Kritik betrifft fast nur di…,bundesrat elektronische stimmabgabe e voting schweiz einfahren eher leise kritik betreffen fast di,,,,,,,,,,,,,"{'Der': 0.6, 'Bundesrat': 0.08, 'will': 0, 'die': 0.6, 'elektronische': 0.08, 'Stimmabgabe': 0.04, 'E-Voting': 0, 'in': 0.04, 'der': 0.6, 'Schweiz': 0.09, 'einführen': 0.11, 'Die': 0.6, 'eher': 0.18, 'leise': 0, 'Kritik': 0.53, 'betrifft': 0, 'fast': 0, 'nur': 0.3, 'di': 0, '…': 0}",positive,"[0.19520168, 0.13239668, 0.6724016]",,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @narimoldi: E-Voting – Segen oder Sargnagel? 

@zentralplus #EVoting 
https://t.co/3p7yq4Cuve",e voting segen sargnagel evoting,,,,,,,,,,,,,"{'E-Voting': 0, '–': 0, 'Segen': 0, 'oder': 0, 'Sargnagel': 0, 'EVoting': 0}",neutral,"[0.79090166, 0.023113212, 0.18598515]",,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,"RT @martinsteiger: Keine Sorge, E-Voting in der Schweiz ist und bleibt sicher! 😂 https://t.co/KGwPY40U9D (Via @vinschger.)",sorge e voting schweiz bleiben sichern via,,,,,,,,,,,,,"{'Keine': 0, 'Sorge': 0, 'E-Voting': 0, 'in': 0.12, 'der': 0, 'Schweiz': 0.32, 'ist': 0.09, 'und': 0.1, 'bleibt': 0, 'sicher': 0, 'Via': 1.0}",positive,"[0.2546949, 0.3337509, 0.4115542]",,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"@ChrFolini @ZdslhL_ @zac1967 @IsidorMeyer1 Und im gleichen Kontext wird auch behauptet, dass dann mit E-Voting z.B. für Blinde das Stimmgeheimnis gewahrt werden kann... was bei #EVoting aber nachweislich nicht einmal bei Sehenden funktioniert... #LustigeBeweise",gleich kontext behaupten e voting z b blinde stimmgeheimnis wahren evoting nachweislich sehend funktionieren lustigebeweise,,,,,,,,,,,,,"{'Und': 0.21, 'im': 0, 'gleichen': 0.22, 'Kontext': 0.38, 'wird': 0, 'auch': 0.47, 'behauptet': 0, 'dass': 1.0, 'dann': 0, 'mit': 0.05, 'E-Voting': 0, 'z.B.': 0, 'für': 0.03, 'Blinde': 0.07, 'das': 1.0, 'Stimmgeheimnis': 0.08, 'gewahrt': 0.09, 'werden': 0, 'kann': 0.13, '...': 0, 'was': 0, 'bei': 0, 'EVoting': 0.08, 'aber': 0.06, 'nachweislich': 0, 'nicht': 0.03, 'einmal': 0, 'Sehenden': 0.07, 'funktioniert': 0.53, 'LustigeBeweise': 0.125}",negative,"[0.12386944, 0.86381316, 0.012317444]",,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,negative,"@ZdslhL_ @zac1967 @IsidorMeyer1 Das impliziert gar nichts. Die klassischen Stimmkanäle sind auch unsicher, aber niemals gleich skalierbar und intransparent wie #EVoting. Und da E-Voting keinen bewiesenen Zusatznutzen hat, aber immense Zusatzrisiken und -kosten verursacht, ist es abzulehnen. #NoEVoting",implizieren gar klassisch stimmkanäle unsicher niemals gleichen skalierbar intransparent evoting e voting bewiesen zusatznutzen immense zusatzrisiken kosten verursachen ablehnen noevoting,,,,,,,,,,,,,"{'Das': 0.03, 'impliziert': 0, 'gar': 0, 'nichts': 0, 'Die': 0.03, 'klassischen': 0.05, 'Stimmkanäle': 0.06, 'sind': 0.03, 'auch': 0.04, 'unsicher': 0, 'aber': 0.05, 'niemals': 0.04, 'gleich': 0, 'skalierbar': 0.07, 'und': 0.04, 'intransparent': 0.11, 'wie': 0, 'EVoting': 0.16, 'Und': 0.04, 'da': 0, 'E-Voting': 0, 'keinen': 0, 'bewiesenen': 0, 'Zusatznutzen': 0.04, 'hat': 0, 'immense': 0.05, 'Zusatzrisiken': 0.035, '-kosten': 0, 'verursacht': 0, 'ist': 0, 'es': 0, 'abzulehnen': 0, 'NoEVoting': 1.0}",negative,"[0.19034652, 0.75568974, 0.05396372]",,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @zac1967: Hände weg von E-Voting! | Mein Referat an der Staatsschreiberkonferenz https://t.co/bXas9CFMXi via @zac1967,hände e voting referat staatsschreiberkonferenz via,,,,,,,,,,,,,"{'Hände': 0.12, 'weg': 0, 'von': 0, 'E-Voting': 0, 'Mein': 1.0, 'Referat': 0, 'an': 0, 'der': 0.15, 'Staatsschreiberkonferenz': 0.2, 'via': 0.27}",neutral,"[0.8160273, 0.04034737, 0.14362535]",,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"Das @ParlCH diskutiert und entscheidet gerade über zwei Initiativen zu #eVoting ... eventuell, hoffentlich, muss bald mal das Volk darüber entscheiden, mehrheitlich ohne E-Voting.",diskutieren entscheiden gerade zwei initiativen evoting eventuell hoffentlich bald mal volk darüber entscheiden mehrheitlich e voting,,,,,,,,,,,,,"{'Das': 0.14, 'diskutiert': 0.2, 'und': 0.14, 'entscheidet': 0, 'gerade': 0, 'über': 0, 'zwei': 0.15, 'Initiativen': 0.22, 'zu': 0.1, 'eVoting': 0.27, '...': 0, 'eventuell': 0, 'hoffentlich': 0.22, 'muss': 0.1, 'bald': 0, 'mal': 0, 'das': 0, 'Volk': 0.14, 'darüber': 0, 'entscheiden': 0, 'mehrheitlich': 0.23, 'ohne': 0.48, 'E-Voting': 0}",neutral,"[0.5645968, 0.4104675, 0.024935754]",,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,"RT @vecirex: Zu den angeblich 200 erfolgreichen Versuchen mit E-Voting:
https://t.co/cxylKLalC1
Abgesehen davon, dass Sicherheitsschwankune…",angeblich erfolgreich versuchen e voting absehen davon sicherheitsschwankune,,,,,,,,,,,,,"{'Zu': 0.1, 'den': 0.26, 'angeblich': 0.12, 'erfolgreichen': 0.16, 'Versuchen': 0.1, 'mit': 0.1, 'E-Voting': 0, 'Abgesehen': 0.33999999999999997, 'davon': 0.49, 'dass': 0.49, 'Sicherheitsschwankune': 1.0, '…': 0}",negative,"[0.12231992, 0.82969993, 0.04798014]",,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,negative,"RT @AnBuKu: E-Voting, die Lösung für ein nicht existierendes Problem mit immensem Risiko für uns alle!
https://t.co/XN68wJQvun
#NoEVoting",e voting lösung existierend problem immensem risiko all noevoting,,,,,,,,,,,,,"{'E-Voting': 0, 'die': 0.06, 'Lösung': 0.08, 'für': 0.05, 'ein': 0, 'nicht': 0, 'existierendes': 0, 'Problem': 0.05, 'mit': 0.05, 'immensem': 0, 'Risiko': 0.05, 'uns': 0.06, 'alle': 0, 'NoEVoting': 1.0}",positive,"[0.14254478, 0.2586262, 0.59882903]",,,,,,,,,,,,,,,,neutral
