answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3392,absa_sentiment_3392,absa_scores_3392,absa_token_weights_3412,absa_sentiment_3412,absa_scores_3412,absa_token_weights_3414,absa_sentiment_3414,absa_scores_3414,absa_token_weights_3415,absa_sentiment_3415,absa_scores_3415,absa_token_weights_3436,absa_sentiment_3436,absa_scores_3436,absa_token_weights_3446,absa_sentiment_3446,absa_scores_3446,absa_token_weights_3455,absa_sentiment_3455,absa_scores_3455,absa_token_weights_3465,absa_sentiment_3465,absa_scores_3465,absa_token_weights_3466,absa_sentiment_3466,absa_scores_3466,absa_token_weights_3467,absa_sentiment_3467,absa_scores_3467,absa_token_weights_3469,absa_sentiment_3469,absa_scores_3469,absa_token_weights_3472,absa_sentiment_3472,absa_scores_3472,absa_token_weights_3474,absa_sentiment_3474,absa_scores_3474,absa_token_weights_3475,absa_sentiment_3475,absa_scores_3475,absa_token_weights_3478,absa_sentiment_3478,absa_scores_3478,absa_token_weights_3479,absa_sentiment_3479,absa_scores_3479,sentiment_tb
50.0,25.0,28.0,-0.15,neutral,"@salegen @SandroBrotz @Jungfreisinnige Spannend, mir wird ab und zu auch das Gegenteil vorgeworfen. Zur AHV: Eine Erhöhung des Rentenalters stärkt die AHV, da die Beitragsjahre zunehmen und die Finanzierung gesichert wird.",spannen ab gegenteil vorwerfen ahv erhöhung rentenalters stärken ahv beitragsjahre zunehmen finanzierung sichern,,,,"{'Spannend': 0.11, 'mir': 0, 'wird': 0, 'ab': 0, 'und': 0.09, 'zu': 0.02, 'auch': 0, 'das': 0, 'Gegenteil': 0.07, 'vorgeworfen': 0.12, 'Zur': 0.04, 'AHV': 0.3, 'Eine': 0, 'Erhöhung': 0.1, 'des': 0.03, 'Rentenalters': 0.33, 'stärkt': 1.0, 'die': 0.06, 'da': 0, 'Beitragsjahre': 0.09, 'zunehmen': 0, 'Finanzierung': 0.19, 'gesichert': 0.12}",positive,"[0.064365044, 0.117712535, 0.8179224]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,71.0,0.15,neutral,"@Anuril @LuciaDoebeli Unser VI will im Jahr 2032 das Rentenalter 66/66. Ich bin zuversichtlich, dass wir bis dahin das Problem der Beitragssätze politisch gelöst und zusätzliche Massnahme z.B. im Bereich der Weiterbildung ergriffen haben. Das eine tun, das andere nicht lassen.",vi jahr rentenalter zuversichtlich dahin problem beitragssätze politisch lösen zusätzliche massnahme z b bereich weiterbildung ergreifen tun lassen,,,,"{'Unser': 0.14, 'VI': 0.03, 'will': 0.04, 'im': 0, 'Jahr': 0, '2032': 0, 'das': 0.04, 'Rentenalter': 0.52, '66': 0, '66.': 0, 'Ich': 0.04, 'bin': 0, 'zuversichtlich': 0, 'dass': 0.04, 'wir': 0, 'bis': 0, 'dahin': 0, 'Problem': 0.1, 'der': 0.02, 'Beitragssätze': 0.035, 'politisch': 0.02, 'gelöst': 0, 'und': 0.02, 'zusätzliche': 0.04, 'Massnahme': 0, 'z.B.': 0, 'Bereich': 0.02, 'Weiterbildung': 0, 'ergriffen': 0, 'haben': 0.03, 'Das': 0.02, 'eine': 0.02, 'tun': 0.03, 'andere': 0, 'nicht': 0, 'lassen': 0}",positive,"[0.045224667, 0.007814532, 0.9469608]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,"RT @LuciaDoebeli: «Man tut so, als ob die Leute nicht wüssten, dass es ein höheres #Rentenalter braucht. Wir glauben, dass die meisten Stim…",tun leute wüssten hoch rentenalter brauchen glauben meist stim,,,,"{'«': 0, 'Man': 0, 'tut': 0, 'so': 0, 'als': 0, 'ob': 0, 'die': 0, 'Leute': 0, 'nicht': 0, 'wüssten': 0, 'dass': 0, 'es': 0, 'ein': 0, 'höheres': 0, 'Rentenalter': 0, 'braucht': 0, 'Wir': 0, 'glauben': 0, 'meisten': 0, 'Stim': 0, '…': 0}",neutral,"[0.72220236, 0.2030491, 0.074748546]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,86.0,0.7,neutral,"RT @jobstwagner: Dank der Initiative der @Jungfreisinnige: Endlich Klarheit schaffen zum unumgänglich höheren Rentenalter. Auch hier, wie b…",danken initiative endlich klarheit schaffen unumgänglich hoch rentenalter b,,,,"{'Dank': 0.125, 'der': 0.28, 'Initiative': 0.13, 'Endlich': 0.24, 'Klarheit': 0.25, 'schaffen': 0, 'zum': 0.17500000000000002, 'unumgänglich': 1.0, 'höheren': 1.0, 'Rentenalter': 0.9199999999999999, 'Auch': 0, 'hier': 0.08, 'wie': 0.1, 'b': 0.06, '…': 0}",positive,"[0.018259834, 0.017835703, 0.96390444]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,100.0,1.0,neutral,"Danke, liebe @Jungfreisinnige, für euer Rentenalter 66 https://t.co/5OygXjO72o 

Wir sind auf dem richtigen Weg... Mit unserer #Renteninitiative lösen wir das strukturelle Defizit in der #AHV und stärken das 3-Säule-System 👍🏼

(NB: ist RA 66 bis 2032 wirklich radikal?😳)",danke lieb rentenalter richtig renteninitiative lösen strukturell defizit ahv stärken säule system nb ra wirklich radikal,,,,"{'Danke': 0.635, 'liebe': 0, 'für': 1.0, 'euer': 0.99, 'Rentenalter': 0.515, '66': 0, 'Wir': 0.03, 'sind': 0.07, 'auf': 0.11, 'dem': 0.02, 'richtigen': 0.26, 'Weg': 0, '...': 0, 'Mit': 0.07, 'unserer': 0.03, 'Renteninitiative': 0, 'lösen': 0, 'wir': 0, 'das': 0, 'strukturelle': 0.02, 'Defizit': 0.03, 'in': 0.02, 'der': 0.02, 'AHV': 0.02, 'und': 0.04, 'stärken': 0, '3-Säule-System': 0.04, 'NB': 0.02, 'ist': 0.06, 'RA': 0, 'bis': 0, '2032': 0, 'wirklich': 0.03, 'radikal': 0.04}",positive,"[0.0021633902, 0.003921915, 0.99391466]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,86.0,0.7,neutral,RT @SandroBrotz: Ich hab da noch eine Frage zum Rentenalter: Erhöhen oder nicht? #srfarena,fragen rentenalter erhöhen srfarena,,,,"{'Ich': 0.29, 'hab': 0.76, 'da': 0, 'noch': 0, 'eine': 0.52, 'Frage': 0, 'zum': 0.37, 'Rentenalter': 0.22499999999999998, 'Erhöhen': 0, 'oder': 0.18, 'nicht': 0.15, 'srfarena': 0.3}",neutral,"[0.8343099, 0.14263111, 0.023058986]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,Wieso Rentenalter 66/66 und Anbindung an die Lebenserwartungen? Antworten in der #srfarena:  https://t.co/7bu6oPQ44V #AHV21 #Renteninitiative #AHV @Jungfreisinnige @FDP_Liberalen https://t.co/7jSQc9IZCz,wieso rentenalter anbindung lebenserwartungen antworten srfarena ahv21 renteninitiative ahv,,,,"{'Wieso': 0, 'Rentenalter': 0.385, '66': 0, 'und': 0.26, 'Anbindung': 0.25, 'an': 0, 'die': 0.05, 'Lebenserwartungen': 0.03, 'Antworten': 0, 'in': 0.05, 'der': 0.05, 'srfarena': 0.07, 'AHV21': 0.06, 'Renteninitiative': 0, 'AHV': 0.06}",negative,"[0.42826495, 0.4710993, 0.10063572]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"Wenn Lampart ""dem Saal"" die Variante gibt 1) mehr Lohnprozente oder 2) Rentenalter 66/66 dann ist das keine ehrliche Auswahl. Denn mit mehr Lohnprozenten ist das Problem nicht nachhaltig gelöst - unverantwortlich. #srfarena",lampart saal variante geben mehr lohnprozente rentenalter ehrlich auswahl mehr lohnprozenten problem nachhaltig lösen unverantwortlich srfarena,,,,"{'Wenn': 0, 'Lampart': 0.05, 'dem': 0.02, 'Saal': 0, 'die': 0.02, 'Variante': 0, 'gibt': 0, '1': 0, 'mehr': 0.02, 'Lohnprozente': 0.07500000000000001, 'oder': 0.16, '2': 0, 'Rentenalter': 1.0, '66': 0, 'dann': 0.1, 'ist': 0.01, 'das': 0, 'keine': 0, 'ehrliche': 0.04, 'Auswahl': 0, 'Denn': 0.1, 'mit': 0.02, 'Lohnprozenten': 0.07500000000000001, 'Problem': 0.04, 'nicht': 0.01, 'nachhaltig': 0, 'gelöst': 0.02, 'unverantwortlich': 0.08, 'srfarena': 0.06}",neutral,"[0.8589166, 0.03251732, 0.10856611]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"Mit einer neuen (Kapitalgewinn-)Steuer wird das strukturelle (!) Problem in der #AHV nicht gelöst - man führt damit neue Probleme ein, z.B. werden Investitionen in Start-Ups gehemmt. Deshalb: Rentenalter anpacken! #srfarena",neu kapitalgewinn steuer strukturell problem ahv lösen führen neue probleme z b investitionen start ups hemmen deshalb rentenalter anpacken srfarena,,,,"{'Mit': 0, 'einer': 0, 'neuen': 0.09, 'Kapitalgewinn-)Steuer': 0.0625, 'wird': 0, 'das': 0, 'strukturelle': 0.03, 'Problem': 0.29, 'in': 0.06, 'der': 0.47, 'AHV': 0.05, 'nicht': 0.05, 'gelöst': 0, 'man': 0, 'führt': 0, 'damit': 0.06, 'neue': 0.09, 'Probleme': 0.16, 'ein': 0, 'z.B.': 0, 'werden': 0, 'Investitionen': 0.09, 'Start-Ups': 0, 'gehemmt': 0.23, 'Deshalb': 0.32, 'Rentenalter': 0.675, 'anpacken': 1.0, 'srfarena': 0.26}",positive,"[0.010390442, 0.0023147173, 0.98729485]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,RT @EliasMaier: Rentenalter 66/66 würde das wichtige Sozialwerk #AHV wieder einigermassen ins Lot bringen - es fehlen 60 Mrd. CHF. Mit lauf…,rentenalter wichtig sozialwerk ahv einigermassen lot bringen fehlen mrd chf lauf,,,,"{'Rentenalter': 1.0, '66': 0, 'würde': 0.27, 'das': 0, 'wichtige': 0.04, 'Sozialwerk': 0.03, 'AHV': 0.04, 'wieder': 0, 'einigermassen': 0, 'ins': 0, 'Lot': 0, 'bringen': 0.13, 'es': 0.02, 'fehlen': 0, '60': 0, 'Mrd.': 0.05, 'CHF': 0.03, 'Mit': 0.02, 'lauf': 0.05, '…': 0}",positive,"[0.40550247, 0.06933005, 0.5251675]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,100.0,1.0,neutral,"RT @NicolasJutzet: «Der Vorschlag des Jungfreisinns ist richtig», sagt Alt-Bundesrat Pascal Couchepin 🤝

Wir fordern dass das Rentenalter s…",vorschlag jungfreisinns richtig sagen alt bundesrat pascal couchepin fordern rentenalter s,,,,"{'«': 0, 'Der': 0, 'Vorschlag': 0, 'des': 0, 'Jungfreisinns': 0, 'ist': 0, 'richtig': 0, '»': 0, 'sagt': 0, 'Alt-Bundesrat': 0, 'Pascal': 0, 'Couchepin': 0, '🤝': 0, 'Wir': 0, 'fordern': 0, 'dass': 0, 'das': 0, 'Rentenalter': 0, 's': 0, '…': 0}",neutral,"[0.9676188, 0.020778896, 0.0116023095]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"RT @Moneycab: Andri Silberschmidt, Präsident der Jungfreisinnigen, zur AHV-Sanierung &amp; Rentenalter 66. ""Wir waren stets der Ansicht, dass m…",andri silberschmidt präsident jungfreisinnigen ahv sanierung amp rentenalter stets ansicht m,,,,"{'Andri': 0.05, 'Silberschmidt': 0.08, 'Präsident': 0.05, 'der': 0.02, 'Jungfreisinnigen': 0.025, 'zur': 0.02, 'AHV-Sanierung': 0.03, 'amp': 0.02, 'Rentenalter': 0.225, '66.': 0, 'Wir': 0.13, 'waren': 0, 'stets': 0.29, 'Ansicht': 0, 'dass': 1.0, 'm': 0.42, '…': 0}",neutral,"[0.5572673, 0.017964918, 0.42476782]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
25.0,25.0,28.0,-0.35,neutral,"Die Gesprächsverweigerung über das Tabuthema #Rentenalter, ja sogar die fehlende Bereitschaft an einer gemeinsamen Lösungsfindung, wird zum Boomerang, nicht nur für die linken Akteure, sondern auch für die AHV. Immer mehr Menschen werden &gt;100, Rentenalter für immer 65?",gesprächsverweigerung tabuthema rentenalter ja sogar fehlend bereitschaft gemeinsam lösungsfindung boomerang link akteure ahv immer mehr menschen gt rentenalter immer,,,,"{'Die': 0.05, 'Gesprächsverweigerung': 0.05499999999999999, 'über': 0, 'das': 0, 'Tabuthema': 0.05, 'Rentenalter': 0.245, 'ja': 0.12, 'sogar': 0.11, 'die': 0.05, 'fehlende': 0, 'Bereitschaft': 0, 'an': 0, 'einer': 0, 'gemeinsamen': 0.02, 'Lösungsfindung': 0.04, 'wird': 0, 'zum': 0.035, 'Boomerang': 0.07, 'nicht': 0.05, 'nur': 0.09, 'für': 0.04, 'linken': 0.02, 'Akteure': 0.03, 'sondern': 0.07, 'auch': 0.08, 'AHV': 0.08, 'Immer': 0, 'mehr': 0.1, 'Menschen': 0.11, 'werden': 0, 'gt;100': 0, 'immer': 0, '65': 0}",neutral,"[0.63363093, 0.12842844, 0.2379406]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negative
50.0,25.0,57.0,-0.12,negative,"Die Pläne des Bundesrats bewirken ausser mehr Einnahmen nichts, die #AHV bleibt ein Fass ohne Boden. Und die Linken verweigern schon nur das Gespräch über ein höheres #Rentenalter, das regt mich auf und ist völlig unverantwortlich.#Renteninitiative jetzt!  https://t.co/MOEfWixE03",pläne bundesrats bewirken ausser mehr einnahmen ahv bleiben fass boden link verweigern schon gespräch hoch rentenalter regen völlig unverantwortlich renteninitiative,,,,"{'Die': 0.05, 'Pläne': 0.04, 'des': 0, 'Bundesrats': 0.08, 'bewirken': 0, 'ausser': 0, 'mehr': 0.05, 'Einnahmen': 0, 'nichts': 0.05, 'die': 0.05, 'AHV': 0.07, 'bleibt': 0.06, 'ein': 0, 'Fass': 0, 'ohne': 0, 'Boden': 0, 'Und': 0.05, 'Linken': 0.11, 'verweigern': 0.31, 'schon': 0, 'nur': 0, 'das': 0.18, 'Gespräch': 0, 'über': 0, 'höheres': 1.0, 'Rentenalter': 0.73, 'regt': 0, 'mich': 0.05, 'auf': 0, 'und': 0.05, 'ist': 0.06, 'völlig': 0, 'unverantwortlich.#Renteninitiative': 0.1, 'jetzt': 0.06}",neutral,"[0.6048186, 0.14365369, 0.25152773]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,negative,"RT @gaeggsnaase: @andrisilbi_ @sonntagszeitung @NZZaS Richtig, ohne Anpassung von Umwandlungssatz und Rentenalter werden die Renten gegen d…",richtig anpassung umwandlungssatz rentenalter renten d,,,,"{'Richtig': 0, 'ohne': 1.0, 'Anpassung': 0, 'von': 0, 'Umwandlungssatz': 0.46, 'und': 0.35, 'Rentenalter': 0.8200000000000001, 'werden': 0, 'die': 0.11, 'Renten': 0.26, 'gegen': 0.36, 'd': 0, '…': 0}",neutral,"[0.7804109, 0.054482058, 0.16510701]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
75.0,75.0,71.0,0.35,neutral,"„Die Schweizer Politik darf die Debatte über ein höheres Rentenalter nicht länger aufschieben. Sie sollte der Sicherung der AHV mehr Aufmerksamkeit schenken.“ - ⁦@tgafafer⁩ 

Unsere VI zur strukturellen Reform ist in Vorbereitung 👍🏼

https://t.co/xzOecUeEhP",schweizer politik dürfen debatte hoch rentenalter lang aufschieben sollen sicherung ahv mehr aufmerksamkeit schenken vi strukturell reform vorbereitung,,,,"{'„': 0, 'Die': 0, 'Schweizer': 0, 'Politik': 0, 'darf': 0, 'die': 0, 'Debatte': 0, 'über': 0, 'ein': 0, 'höheres': 0, 'Rentenalter': 0, 'nicht': 0, 'länger': 0, 'aufschieben': 0, 'Sie': 0, 'sollte': 0, 'der': 0, 'Sicherung': 0, 'AHV': 0, 'mehr': 0, 'Aufmerksamkeit': 0, 'schenken': 0, '“': 0, '\u2066\u2069': 0, 'Unsere': 0, 'VI': 0, 'zur': 0, 'strukturellen': 0, 'Reform': 0, 'ist': 0, 'in': 0, 'Vorbereitung': 0}",neutral,"[0.6780808, 0.031200714, 0.29071847]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"Ein Vaterschaftsurlaub ist nicht zeitgemäss und zementiert ein veraltetes Rollenbild. Zielführender wäre eine Elternzeit, die beide Elternteile in die Verantwortung nimmt. Ein solches Modell würde den Ansprüchen der Gleichstellung gerecht werden &amp; ermöglicht neue Familienmodelle. https://t.co/xLTanFXytF",vaterschaftsurlaub zeitgemäss zementieren veraltet rollenbild zielführender elternzeit beid elternteile verantwortung nehmen solch modell ansprüchen gleichstellung gerecht amp ermöglichen neue familienmodelle,,,,,,,"{'Ein': 0.04, 'Vaterschaftsurlaub': 0.26, 'ist': 0.23, 'nicht': 0.35, 'zeitgemäss': 0, 'und': 0.38, 'zementiert': 0, 'ein': 0, 'veraltetes': 0, 'Rollenbild': 0.31, 'Zielführender': 0.04, 'wäre': 0.03, 'eine': 0, 'Elternzeit': 0.145, 'die': 0.05, 'beide': 0.03, 'Elternteile': 0.09, 'in': 0, 'Verantwortung': 0, 'nimmt': 0, 'solches': 0.05, 'Modell': 0.08, 'würde': 0.03, 'den': 0.05, 'Ansprüchen': 0, 'der': 0.05, 'Gleichstellung': 0.08, 'gerecht': 0, 'werden': 0, 'amp': 0.07, 'ermöglicht': 0.09, 'neue': 0.07, 'Familienmodelle': 0.07}",negative,"[0.0019440645, 0.9690067, 0.029049145]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,"Freue mich auf die morgige Diskussion im #SonnTalk @JayBadran 

Grossveranstaltungen: Nötige Lockerung oder Startschuss für die zweite Welle?-Personenfreizügigkeit: Gefahr od Gewinn für den Wohlstand?-Vaterschaftsurlaub: Zeitgemässe Entwicklung oder Wegbereiter zum Sozialstaat? https://t.co/gkrwTUadUZ",freuen morgige diskussion sonntalk grossveranstaltungen nötig lockerung startschuss zweite wellen personenfreizügigkeit gefahr od gewinn wohlstand vaterschaftsurlaub zeitgemässe entwicklung wegbereiter sozialstaat,,,,,,,"{'Freue': 0, 'mich': 0, 'auf': 0, 'die': 0.12, 'morgige': 0.02, 'Diskussion': 0.04, 'im': 0, 'SonnTalk': 0.07, 'Grossveranstaltungen': 0.04, 'Nötige': 0.04, 'Lockerung': 0, 'oder': 0.42, 'Startschuss': 0.02, 'für': 0.22, 'zweite': 0.03, 'Welle?-Personenfreizügigkeit': 0.035, 'Gefahr': 0.04, 'od': 0, 'Gewinn': 0, 'den': 0.12, 'Wohlstand?-Vaterschaftsurlaub': 0.4075, 'Zeitgemässe': 0.18, 'Entwicklung': 0.18, 'Wegbereiter': 0, 'zum': 0.075, 'Sozialstaat': 0.24000000000000002}",neutral,"[0.87508196, 0.07944143, 0.045476627]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,25.0,57.0,-0.075,neutral,"Muss auch gesagt sein: Die Pensionskassen machen ihre Hausaufgaben und trotzen den schwierigen politischen und wirtschaftlichen Rahmenbedingungen. Sie werden stets von der Linke schlecht geredet, stellen aber für die meisten ein wichtiger Bestandteil der eigenen Rente sicher. https://t.co/oH5TjO8qnV",sagen pensionskassen hausaufgaben trotzen schwierig politisch wirtschaftlich rahmenbedingungen stets link schlecht reden stellen meist wichtig bestandteil eigen rente sichern,,,,,,,,,,"{'Muss': 0, 'auch': 0.07, 'gesagt': 0.07, 'sein': 0, 'Die': 0.17, 'Pensionskassen': 0.655, 'machen': 0, 'ihre': 0.6, 'Hausaufgaben': 0.16, 'und': 0.11, 'trotzen': 0, 'den': 0.17, 'schwierigen': 0.14, 'politischen': 0.32, 'wirtschaftlichen': 0.24, 'Rahmenbedingungen': 0.19, 'Sie': 0, 'werden': 0, 'stets': 0.06, 'von': 0, 'der': 0.17, 'Linke': 0.23, 'schlecht': 0.1, 'geredet': 0, 'stellen': 0, 'aber': 0.22, 'für': 0.21, 'die': 0.17, 'meisten': 0.15, 'ein': 0, 'wichtiger': 0.48, 'Bestandteil': 0, 'eigenen': 0.55, 'Rente': 0, 'sicher': 0}",negative,"[0.121323474, 0.83241475, 0.046261713]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
0.0,0.0,0.0,-1.0,negative,"Unsere Pensionskassen verwalten 1'000 Mrd. Franken Volksvermögen. Veraltete, bürokratische Einheitslimiten führen zu schlechten Renditen und tiefen Renten. Jetzt den Renten-Appell an den Nationalrat unterzeichnen und moderne Anlagevorschriften fordern. 👇🏻
https://t.co/3SIMvtqcbF",pensionskassen verwalten mrd franken volksvermögen veralten bürokratische einheitslimiten fahren schlecht renditen tief renten renten appell nationalrat unterzeichnen modern anlagevorschriften fordern,,,,,,,,,,"{'Unsere': 0.06, 'Pensionskassen': 0.115, 'verwalten': 0, ""1'000"": 0, 'Mrd.': 0.15, 'Franken': 0, 'Volksvermögen': 0.06, 'Veraltete': 0, 'bürokratische': 0.24, 'Einheitslimiten': 0.39, 'führen': 0.315, 'zu': 0.08, 'schlechten': 0, 'Renditen': 0.97, 'und': 0.06, 'tiefen': 0, 'Renten': 1.0, 'Jetzt': 0.14, 'den': 0.06, 'Renten-Appell': 0.09, 'an': 0, 'Nationalrat': 0.065, 'unterzeichnen': 0.13, 'moderne': 0.1, 'Anlagevorschriften': 0.12, 'fordern': 0.14}",negative,"[0.19467816, 0.7504158, 0.05490604]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negative
100.0,100.0,100.0,0.85,neutral,"Der Nationalrat berät in zwei Wochen die Motion der Sozialkommission Nationalrat mit dem Titel ""Sichere Renten dank umfassend kompetenter Verwaltung der Pensionskassengelder"" - das Potenzial der 1'000 Mrd. CHF PK-Gelder ist zum Teil noch ungenutzt.
https://t.co/HE779AY1yI https://t.co/YIK2XGsVrW",nationalrat beraten zwei wochen motion sozialkommission nationalrat titel sicher renten danken umfassen kompetent verwaltung pensionskassengelder potenzial mrd chf pk gelder teil ungenutzt,,,,,,,,,,"{'Der': 0.18, 'Nationalrat': 0.015, 'berät': 0, 'in': 0.03, 'zwei': 0.01, 'Wochen': 0.03, 'die': 0.18, 'Motion': 0.04, 'der': 0.18, 'Sozialkommission': 0.02, 'mit': 0, 'dem': 0.11499999999999999, 'Titel': 0, 'Sichere': 0, 'Renten': 0.09, 'dank': 0.11000000000000001, 'umfassend': 0, 'kompetenter': 0.1, 'Verwaltung': 0, 'Pensionskassengelder': 0.30000000000000004, 'das': 0, 'Potenzial': 0.72, ""1'000"": 0, 'Mrd.': 0.21, 'CHF': 0.06, 'PK-Gelder': 0, 'ist': 1.0, 'zum': 0.11499999999999999, 'Teil': 0, 'noch': 1.0, 'ungenutzt': 0.75}",negative,"[0.11643698, 0.78437793, 0.09918512]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,86.0,0.7,neutral,Die jährliche Budgetdebatte im #grzh beginnt. Wir @mehblau wollen die Stimmbevölkerung mit einer Steuersenkung entlasten und die Finanzen nachhaltig sichern. https://t.co/V3mFuYAVPS,jährlich budgetdebatte grzh beginnen stimmbevölkerung steuersenkung entlasten finanzen nachhaltig sichern,,,,,,,,,,,,,"{'Die': 0.1, 'jährliche': 0.07, 'Budgetdebatte': 0, 'im': 0, 'grzh': 0.04, 'beginnt': 0.07, 'Wir': 0.12, 'wollen': 0.38, 'die': 0.1, 'Stimmbevölkerung': 0, 'mit': 0.82, 'einer': 0, 'Steuersenkung': 0.7, 'entlasten': 0.35, 'und': 0.24, 'Finanzen': 0.24, 'nachhaltig': 0, 'sichern': 0.22}",positive,"[0.01966223, 0.002372102, 0.97796565]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
